raf,mek,plc,pip2,pip3,erk,akt,pka,pkc,p38,jnk
284.00 ,400.00 ,19.50 ,31.90 ,3.59 ,1.07 ,62.10 ,191.00 ,1.00 ,12.10 ,15.70 
2288.00 ,3429.00 ,35.20 ,42.60 ,18.90 ,1.43 ,30.50 ,1094.00 ,2.31 ,30.00 ,6.73 
355.00 ,523.00 ,14.10 ,25.90 ,16.50 ,2.09 ,93.90 ,294.00 ,5.67 ,30.20 ,6.15 
107.00 ,90.60 ,9.56 ,64.40 ,30.50 ,1.00 ,58.80 ,173.00 ,2.39 ,14.60 ,4.83 
139.00 ,165.00 ,14.60 ,21.70 ,11.00 ,1.37 ,67.90 ,137.00 ,1.00 ,14.10 ,2.05 
131.00 ,184.00 ,10.60 ,10.80 ,1.63 ,2.79 ,34.00 ,111.00 ,2.33 ,17.00 ,2.46 
81.30 ,139.00 ,21.30 ,20.90 ,8.35 ,1.00 ,12.60 ,50.00 ,1.12 ,45.30 ,12.90 
231.00 ,337.00 ,50.00 ,65.50 ,36.50 ,1.00 ,63.80 ,65.50 ,4.53 ,12.30 ,4.96 
49.60 ,54.70 ,27.10 ,337.00 ,38.20 ,4.91 ,47.80 ,1027.00 ,2.02 ,12.20 ,8.20 
523.00 ,828.00 ,13.20 ,73.70 ,15.40 ,1.00 ,119.00 ,279.00 ,1.20 ,37.90 ,6.73 
168.00 ,244.00 ,20.00 ,17.80 ,21.70 ,1.64 ,103.00 ,248.00 ,1.00 ,27.60 ,8.82 
799.00 ,1186.00 ,19.30 ,15.80 ,17.30 ,1.00 ,22.50 ,46.60 ,1.00 ,16.70 ,2.53 
349.00 ,441.00 ,50.00 ,328.00 ,79.10 ,2.02 ,28.10 ,58.30 ,1.00 ,15.50 ,4.07 
97.30 ,95.60 ,3.65 ,2.84 ,1165.00 ,7.50 ,160.00 ,429.00 ,2.86 ,43.70 ,7.50 
217.00 ,403.00 ,21.30 ,15.00 ,21.90 ,9.56 ,55.20 ,1459.00 ,4.57 ,40.00 ,13.80 
655.00 ,947.00 ,16.50 ,23.90 ,24.40 ,1.00 ,48.30 ,164.00 ,2.27 ,10.60 ,2.44 
71.70 ,115.00 ,25.00 ,36.80 ,10.50 ,3.08 ,71.70 ,259.00 ,1.00 ,15.50 ,7.70 
213.00 ,311.00 ,7.99 ,39.60 ,49.60 ,3.79 ,205.00 ,466.00 ,1.47 ,22.70 ,1.00 
250.00 ,372.00 ,19.80 ,248.00 ,79.90 ,4.78 ,151.00 ,328.00 ,2.71 ,9.56 ,10.00 
874.00 ,1334.00 ,26.20 ,30.80 ,7.23 ,1.00 ,28.40 ,46.10 ,1.49 ,17.60 ,7.10 
334.00 ,519.00 ,8.82 ,20.00 ,37.50 ,5.28 ,143.00 ,396.00 ,3.11 ,16.10 ,3.68 
186.00 ,235.00 ,25.50 ,61.00 ,22.90 ,8.82 ,126.00 ,1526.00 ,12.60 ,47.00 ,24.40 
88.20 ,91.40 ,14.10 ,13.30 ,8.90 ,8.98 ,97.30 ,1018.00 ,1.00 ,18.40 ,1.83 
757.00 ,1124.00 ,17.90 ,13.50 ,4.70 ,4.29 ,29.20 ,132.00 ,5.42 ,44.90 ,13.30 
160.00 ,255.00 ,36.80 ,83.50 ,24.80 ,4.10 ,30.80 ,191.00 ,2.21 ,27.40 ,7.77 
449.00 ,679.00 ,13.70 ,13.60 ,7.99 ,9.14 ,85.10 ,2091.00 ,2.57 ,53.80 ,6.55 
40.70 ,33.40 ,11.90 ,13.80 ,26.90 ,1.10 ,87.40 ,196.00 ,4.10 ,24.60 ,4.26 
25.70 ,113.00 ,9.82 ,20.20 ,33.70 ,4.10 ,113.00 ,385.00 ,18.30 ,56.70 ,67.30 
246.00 ,340.00 ,18.90 ,24.60 ,10.80 ,3.82 ,33.10 ,105.00 ,35.90 ,89.80 ,41.00 
42.20 ,73.00 ,19.30 ,56.20 ,50.50 ,5.62 ,67.90 ,1778.00 ,1.00 ,20.90 ,4.33 
105.00 ,139.00 ,30.20 ,38.20 ,16.80 ,2.67 ,84.30 ,262.00 ,1.00 ,13.60 ,2.76 
552.00 ,866.00 ,23.10 ,41.40 ,13.50 ,1.00 ,47.00 ,94.70 ,2.33 ,49.10 ,12.00 
965.00 ,1459.00 ,11.90 ,23.70 ,18.80 ,26.90 ,93.90 ,1275.00 ,2.19 ,35.90 ,7.37 
365.00 ,552.00 ,21.70 ,41.80 ,30.20 ,2.67 ,10.20 ,100.00 ,1.32 ,33.40 ,10.30 
223.00 ,313.00 ,15.40 ,77.00 ,29.40 ,3.65 ,70.40 ,1762.00 ,1.54 ,17.50 ,5.38 
63.20 ,110.00 ,40.70 ,343.00 ,78.40 ,1.00 ,85.10 ,255.00 ,3.40 ,37.50 ,36.20 
1165.00 ,1731.00 ,30.80 ,42.20 ,22.70 ,4.57 ,34.30 ,209.00 ,3.40 ,20.70 ,3.68 
131.00 ,175.00 ,11.20 ,17.60 ,7.23 ,1.00 ,32.80 ,39.20 ,1.45 ,32.80 ,15.00 
244.00 ,343.00 ,63.20 ,160.00 ,37.50 ,1.17 ,75.00 ,189.00 ,1.00 ,15.50 ,7.30 
12.60 ,25.90 ,13.70 ,46.10 ,30.50 ,4.53 ,120.00 ,359.00 ,15.50 ,62.60 ,26.70 
655.00 ,1027.00 ,33.10 ,30.50 ,14.20 ,18.30 ,54.70 ,1499.00 ,3.02 ,10.70 ,1.32 
253.00 ,340.00 ,40.00 ,441.00 ,106.00 ,1.00 ,147.00 ,349.00 ,2.05 ,24.40 ,4.96 
71.70 ,114.00 ,1.65 ,2.94 ,22.10 ,3.68 ,79.10 ,178.00 ,2.02 ,7.10 ,5.00 
1186.00 ,1762.00 ,35.50 ,42.90 ,48.30 ,2.39 ,73.00 ,253.00 ,1.00 ,31.90 ,12.60 
114.00 ,196.00 ,10.70 ,22.30 ,37.20 ,7.50 ,35.90 ,267.00 ,2.71 ,60.40 ,23.70 
528.00 ,784.00 ,10.50 ,26.40 ,21.50 ,1.00 ,28.40 ,82.00 ,18.40 ,38.50 ,10.50 
302.00 ,445.00 ,7.64 ,6.26 ,4.45 ,10.00 ,52.80 ,1358.00 ,1.29 ,33.40 ,8.20 
51.90 ,63.20 ,18.60 ,41.00 ,28.10 ,24.80 ,63.80 ,914.00 ,8.66 ,34.00 ,12.60 
437.00 ,621.00 ,39.20 ,61.00 ,7.91 ,1.00 ,52.80 ,51.90 ,1.98 ,13.90 ,6.26 
44.90 ,58.80 ,17.00 ,115.00 ,40.30 ,2.94 ,120.00 ,302.00 ,10.30 ,38.90 ,7.17 
79.90 ,71.70 ,15.80 ,61.00 ,27.40 ,1.75 ,21.30 ,110.00 ,2.31 ,16.70 ,2.11 
93.90 ,145.00 ,11.80 ,410.00 ,62.60 ,4.96 ,91.40 ,223.00 ,33.10 ,79.90 ,20.90 
308.00 ,453.00 ,28.10 ,146.00 ,42.20 ,3.05 ,61.00 ,154.00 ,1.22 ,21.30 ,4.18 
227.00 ,449.00 ,24.10 ,94.70 ,35.90 ,21.10 ,67.90 ,2788.00 ,2.50 ,37.20 ,4.78 
126.00 ,154.00 ,33.40 ,42.20 ,9.82 ,23.90 ,122.00 ,1446.00 ,2.71 ,13.50 ,5.47 
71.70 ,94.70 ,14.70 ,53.80 ,13.10 ,2.81 ,97.30 ,316.00 ,2.13 ,23.50 ,9.31 
39.60 ,55.70 ,9.56 ,248.00 ,28.10 ,12.10 ,133.00 ,1358.00 ,1.70 ,53.30 ,12.60 
743.00 ,1134.00 ,14.50 ,267.00 ,76.40 ,1.04 ,24.10 ,107.00 ,7.84 ,49.10 ,113.00 
104.00 ,139.00 ,12.30 ,40.30 ,15.50 ,1.00 ,17.80 ,107.00 ,1.00 ,49.10 ,6.61 
956.00 ,1420.00 ,10.60 ,20.50 ,12.10 ,3.46 ,43.70 ,202.00 ,1.42 ,61.50 ,16.50 
229.00 ,294.00 ,10.80 ,35.50 ,29.70 ,6.85 ,24.60 ,67.30 ,1.30 ,29.70 ,7.77 
453.00 ,573.00 ,12.30 ,129.00 ,44.10 ,7.99 ,143.00 ,441.00 ,5.73 ,46.10 ,14.50 
355.00 ,505.00 ,8.98 ,164.00 ,18.90 ,1.83 ,175.00 ,519.00 ,1.45 ,12.10 ,11.70 
547.00 ,820.00 ,13.30 ,24.10 ,18.60 ,4.22 ,46.10 ,189.00 ,15.40 ,44.90 ,23.90 
153.00 ,231.00 ,13.70 ,20.70 ,31.60 ,2.25 ,76.40 ,274.00 ,1.13 ,19.50 ,3.40 
178.00 ,289.00 ,8.13 ,231.00 ,31.60 ,20.00 ,64.40 ,965.00 ,1.03 ,23.70 ,6.49 
179.00 ,204.00 ,10.30 ,135.00 ,15.10 ,51.90 ,276.00 ,2996.00 ,14.50 ,41.00 ,8.20 
445.00 ,667.00 ,20.90 ,23.30 ,23.90 ,2.31 ,26.40 ,53.30 ,2.46 ,12.40 ,6.55 
922.00 ,1382.00 ,13.30 ,17.30 ,8.43 ,3.34 ,50.50 ,160.00 ,1.00 ,59.90 ,5.42 
13.90 ,18.30 ,16.40 ,20.90 ,6.98 ,1.03 ,23.50 ,48.30 ,1.64 ,25.90 ,3.65 
302.00 ,445.00 ,18.60 ,30.00 ,67.90 ,4.10 ,41.00 ,186.00 ,1.07 ,38.90 ,12.20 
1075.00 ,1540.00 ,13.60 ,110.00 ,21.90 ,12.00 ,119.00 ,4573.00 ,1.00 ,7.17 ,1.14 
193.00 ,136.00 ,9.91 ,198.00 ,35.20 ,3.59 ,47.00 ,204.00 ,2.59 ,33.70 ,5.62 
167.00 ,211.00 ,10.80 ,104.00 ,31.60 ,37.90 ,122.00 ,3555.00 ,2.84 ,36.50 ,6.32 
276.00 ,433.00 ,11.50 ,16.80 ,8.58 ,1.35 ,26.90 ,124.00 ,1.00 ,28.90 ,120.00 
262.00 ,365.00 ,12.20 ,30.00 ,37.20 ,87.40 ,223.00 ,3429.00 ,1.00 ,17.00 ,6.79 
274.00 ,375.00 ,1.26 ,322.00 ,40.00 ,1.00 ,23.90 ,85.80 ,2.81 ,10.00 ,4.14 
359.00 ,542.00 ,23.10 ,81.30 ,25.30 ,1.00 ,45.30 ,131.00 ,5.19 ,56.20 ,90.60 
382.00 ,588.00 ,22.10 ,27.60 ,5.73 ,10.60 ,119.00 ,1611.00 ,1.00 ,32.80 ,4.29 
1310.00 ,1963.00 ,14.50 ,103.00 ,41.00 ,9.22 ,44.50 ,973.00 ,6.61 ,17.80 ,51.90 
77.00 ,94.70 ,11.00 ,16.70 ,32.80 ,1.00 ,39.60 ,60.40 ,1.08 ,30.80 ,8.13 
189.00 ,284.00 ,16.80 ,58.80 ,25.90 ,18.40 ,69.20 ,1144.00 ,1.00 ,19.60 ,7.37 
615.00 ,965.00 ,20.90 ,11.40 ,10.00 ,1.00 ,30.20 ,29.70 ,1.65 ,31.10 ,1.00 
418.00 ,638.00 ,40.00 ,49.10 ,50.90 ,5.05 ,161.00 ,523.00 ,1.00 ,11.00 ,1.10 
225.00 ,340.00 ,10.50 ,19.80 ,61.50 ,1.00 ,85.80 ,137.00 ,1.17 ,26.90 ,6.79 
181.00 ,271.00 ,13.80 ,9.56 ,20.20 ,16.00 ,204.00 ,4491.00 ,2.50 ,31.30 ,67.90 
63.20 ,79.90 ,22.70 ,83.50 ,42.60 ,9.65 ,93.10 ,1747.00 ,1.30 ,31.10 ,7.43 
389.00 ,426.00 ,36.80 ,119.00 ,23.10 ,1.00 ,36.80 ,87.40 ,12.00 ,43.70 ,20.90 
457.00 ,685.00 ,6.55 ,34.90 ,25.70 ,1.23 ,108.00 ,223.00 ,1.00 ,25.50 ,81.30 
39.20 ,43.30 ,72.30 ,147.00 ,21.30 ,24.60 ,112.00 ,542.00 ,2.55 ,9.73 ,9.82 
209.00 ,311.00 ,6.79 ,49.60 ,19.30 ,16.50 ,178.00 ,191.00 ,3.75 ,31.10 ,21.70 
667.00 ,1000.00 ,14.20 ,16.00 ,10.60 ,2.81 ,22.50 ,54.70 ,1.00 ,27.10 ,12.90 
32.50 ,43.70 ,11.30 ,121.00 ,17.80 ,24.10 ,138.00 ,3960.00 ,2.41 ,16.70 ,6.21 
70.40 ,108.00 ,20.20 ,19.50 ,20.50 ,16.30 ,54.70 ,947.00 ,1.00 ,15.70 ,3.31 
183.00 ,271.00 ,6.15 ,215.00 ,19.10 ,1.00 ,22.10 ,3.65 ,26.70 ,69.80 ,92.20 
487.00 ,723.00 ,10.70 ,40.30 ,30.50 ,1.00 ,89.00 ,163.00 ,1.07 ,36.20 ,10.50 
1582.00 ,2308.00 ,45.70 ,48.70 ,11.80 ,2.37 ,77.70 ,259.00 ,7.37 ,40.70 ,5.05 
49.10 ,103.00 ,21.30 ,15.40 ,5.28 ,26.90 ,75.70 ,1065.00 ,4.33 ,44.90 ,7.99 
292.00 ,407.00 ,19.10 ,47.40 ,13.90 ,7.43 ,42.20 ,300.00 ,5.00 ,28.40 ,9.91 
308.00 ,461.00 ,17.50 ,11.40 ,10.20 ,5.73 ,131.00 ,3398.00 ,1.00 ,13.60 ,7.91 
111.00 ,168.00 ,14.70 ,7.99 ,7.77 ,1.00 ,20.40 ,45.30 ,1.00 ,10.20 ,5.19 
337.00 ,552.00 ,19.80 ,36.50 ,25.00 ,1.00 ,111.00 ,223.00 ,1.98 ,12.90 ,4.66 
117.00 ,142.00 ,18.10 ,14.70 ,9.82 ,5.62 ,89.00 ,221.00 ,2.76 ,15.10 ,3.52 
375.00 ,547.00 ,13.80 ,87.40 ,14.90 ,1.00 ,153.00 ,237.00 ,2.00 ,25.90 ,3.92 
365.00 ,673.00 ,63.80 ,139.00 ,23.50 ,2.69 ,59.90 ,184.00 ,1.00 ,46.10 ,7.30 
183.00 ,267.00 ,13.30 ,16.70 ,2.41 ,1.15 ,28.90 ,88.20 ,1.00 ,18.90 ,1.14 
85.10 ,130.00 ,13.60 ,12.90 ,12.60 ,2.74 ,21.90 ,179.00 ,1.25 ,22.10 ,8.82 
93.10 ,138.00 ,9.31 ,362.00 ,89.80 ,4.57 ,62.60 ,191.00 ,2.89 ,34.00 ,9.39 
193.00 ,279.00 ,27.90 ,40.70 ,10.40 ,2.00 ,69.20 ,165.00 ,5.47 ,16.30 ,8.13 
22.90 ,35.50 ,16.50 ,21.10 ,23.30 ,1.00 ,67.90 ,189.00 ,2.31 ,35.50 ,12.00 
392.00 ,557.00 ,16.40 ,196.00 ,14.50 ,1.61 ,61.50 ,172.00 ,5.05 ,50.00 ,7.23 
965.00 ,1472.00 ,2.17 ,16.00 ,46.10 ,1.17 ,39.60 ,130.00 ,1.00 ,16.50 ,3.89 
717.00 ,1114.00 ,51.40 ,61.50 ,15.10 ,2.05 ,88.20 ,257.00 ,1.23 ,33.70 ,1.84 
193.00 ,279.00 ,20.40 ,20.70 ,6.79 ,9.39 ,48.70 ,982.00 ,1.00 ,17.90 ,9.73 
382.00 ,496.00 ,16.00 ,50.00 ,25.30 ,4.29 ,80.60 ,233.00 ,1.00 ,10.50 ,2.15 
246.00 ,343.00 ,10.80 ,117.00 ,40.70 ,3.72 ,96.50 ,233.00 ,1.57 ,12.40 ,9.65 
418.00 ,626.00 ,9.22 ,71.00 ,28.10 ,1.88 ,108.00 ,276.00 ,1.00 ,8.90 ,13.90 
227.00 ,322.00 ,20.40 ,11.50 ,10.90 ,3.22 ,49.10 ,131.00 ,1.00 ,15.70 ,9.22 
137.00 ,233.00 ,30.00 ,83.50 ,70.40 ,3.92 ,48.70 ,157.00 ,2.27 ,28.40 ,3.79 
542.00 ,777.00 ,15.70 ,25.90 ,17.90 ,1.46 ,52.30 ,138.00 ,1.00 ,31.60 ,14.60 
168.00 ,257.00 ,22.10 ,90.60 ,37.50 ,1.00 ,56.70 ,75.00 ,1.98 ,28.40 ,1.06 
262.00 ,368.00 ,4.33 ,17.80 ,62.10 ,1.00 ,34.60 ,142.00 ,1.00 ,17.90 ,3.08 
237.00 ,382.00 ,19.80 ,16.10 ,16.70 ,24.80 ,79.10 ,874.00 ,35.20 ,153.00 ,57.30 
292.00 ,478.00 ,45.30 ,81.30 ,20.90 ,2.97 ,32.20 ,55.20 ,23.30 ,69.20 ,27.60 
505.00 ,704.00 ,1.47 ,262.00 ,36.80 ,5.00 ,85.80 ,407.00 ,1.00 ,19.50 ,59.90 
223.00 ,368.00 ,6.79 ,33.70 ,22.50 ,4.87 ,34.00 ,137.00 ,1.06 ,10.60 ,10.60 
170.00 ,253.00 ,15.40 ,15.80 ,9.39 ,10.10 ,57.80 ,1778.00 ,1.39 ,31.60 ,13.20 
292.00 ,400.00 ,19.80 ,57.30 ,44.10 ,23.50 ,172.00 ,1027.00 ,1.00 ,18.60 ,1.96 
47.40 ,42.90 ,21.70 ,28.40 ,19.50 ,4.37 ,34.00 ,65.50 ,3.55 ,34.60 ,4.45 
99.10 ,158.00 ,20.00 ,18.30 ,3.55 ,39.60 ,133.00 ,4614.00 ,1.00 ,13.20 ,1.00 
176.00 ,191.00 ,20.50 ,23.70 ,5.73 ,1.35 ,23.90 ,42.60 ,1.12 ,10.30 ,1.00 
898.00 ,1298.00 ,41.80 ,38.20 ,10.00 ,2.17 ,59.40 ,135.00 ,4.83 ,47.40 ,7.77 
217.00 ,305.00 ,11.80 ,45.30 ,65.50 ,9.22 ,130.00 ,449.00 ,6.79 ,47.40 ,7.70 
403.00 ,621.00 ,16.40 ,115.00 ,21.70 ,13.50 ,70.40 ,1512.00 ,3.92 ,9.56 ,9.14 
157.00 ,196.00 ,35.50 ,127.00 ,52.80 ,25.00 ,167.00 ,973.00 ,13.60 ,53.80 ,22.30 
461.00 ,750.00 ,13.70 ,62.60 ,13.80 ,1.00 ,54.20 ,123.00 ,1.60 ,16.30 ,3.37 
813.00 ,1155.00 ,11.10 ,75.70 ,43.30 ,1.00 ,83.50 ,255.00 ,1.08 ,20.70 ,4.83 
365.00 ,533.00 ,2.23 ,6.04 ,26.90 ,1.00 ,23.50 ,82.00 ,6.61 ,43.70 ,9.47 
221.00 ,328.00 ,30.20 ,46.60 ,16.30 ,2.81 ,28.60 ,69.20 ,1.00 ,25.70 ,8.74 
115.00 ,173.00 ,35.90 ,509.00 ,62.10 ,1.63 ,18.60 ,73.70 ,2.25 ,41.80 ,8.58 
1395.00 ,2110.00 ,23.30 ,33.40 ,5.57 ,2.48 ,19.80 ,103.00 ,6.92 ,48.30 ,25.70 
74.30 ,141.00 ,81.30 ,179.00 ,34.30 ,1.00 ,40.30 ,136.00 ,2.31 ,37.50 ,7.37 
542.00 ,813.00 ,14.60 ,18.10 ,18.30 ,4.45 ,127.00 ,1843.00 ,3.92 ,15.70 ,4.61 
365.00 ,533.00 ,16.10 ,50.50 ,23.70 ,3.89 ,70.40 ,186.00 ,1.00 ,10.00 ,3.08 
153.00 ,235.00 ,37.90 ,146.00 ,43.30 ,4.10 ,198.00 ,533.00 ,1.51 ,17.00 ,2.84 
1395.00 ,2017.00 ,2.02 ,75.00 ,13.50 ,1.00 ,32.20 ,66.10 ,29.40 ,82.80 ,62.60 
1554.00 ,2371.00 ,12.60 ,183.00 ,20.20 ,2.55 ,82.80 ,233.00 ,1.00 ,26.40 ,7.17 
150.00 ,239.00 ,9.47 ,89.80 ,20.20 ,36.20 ,147.00 ,2690.00 ,1.78 ,27.40 ,12.90 
71.00 ,80.60 ,5.73 ,1.54 ,24.60 ,1.00 ,153.00 ,418.00 ,1.00 ,13.50 ,5.94 
599.00 ,828.00 ,3.72 ,25.70 ,16.80 ,16.30 ,196.00 ,143.00 ,3.34 ,24.10 ,13.30 
172.00 ,204.00 ,17.60 ,16.00 ,13.90 ,1.00 ,31.90 ,53.30 ,1.00 ,19.60 ,7.43 
72.30 ,94.70 ,14.20 ,83.50 ,31.60 ,11.00 ,122.00 ,337.00 ,17.80 ,65.50 ,27.60 
244.00 ,352.00 ,8.43 ,108.00 ,25.00 ,2.02 ,59.40 ,213.00 ,1.86 ,21.10 ,2.84 
392.00 ,528.00 ,15.00 ,16.30 ,1.26 ,2.15 ,41.40 ,78.40 ,1.00 ,16.00 ,3.22 
202.00 ,271.00 ,10.20 ,31.90 ,41.40 ,1.88 ,73.70 ,292.00 ,2.55 ,25.00 ,6.85 
274.00 ,422.00 ,33.10 ,235.00 ,54.70 ,1.00 ,44.90 ,110.00 ,3.65 ,36.80 ,5.52 
158.00 ,259.00 ,9.47 ,32.20 ,19.50 ,3.62 ,52.30 ,1075.00 ,1.00 ,69.80 ,5.38 
632.00 ,1000.00 ,14.60 ,41.80 ,13.80 ,6.92 ,132.00 ,1176.00 ,4.03 ,17.00 ,11.30 
231.00 ,352.00 ,14.10 ,21.70 ,7.64 ,1.00 ,115.00 ,229.00 ,2.13 ,19.50 ,15.80 
1104.00 ,1554.00 ,14.90 ,119.00 ,21.50 ,2.33 ,119.00 ,403.00 ,1.00 ,41.80 ,5.00 
253.00 ,410.00 ,59.90 ,101.00 ,23.30 ,1.00 ,22.90 ,99.10 ,3.31 ,52.30 ,11.10 
281.00 ,426.00 ,14.50 ,54.70 ,16.10 ,17.00 ,59.40 ,858.00 ,1.96 ,26.90 ,6.49 
248.00 ,375.00 ,11.20 ,28.10 ,78.40 ,1.29 ,98.20 ,253.00 ,1.00 ,8.13 ,2.76 
59.40 ,99.10 ,20.70 ,41.00 ,12.40 ,17.90 ,93.90 ,573.00 ,1.98 ,53.80 ,10.50 
4.45 ,11.70 ,7.84 ,13.20 ,33.70 ,1.11 ,32.20 ,12.70 ,1.55 ,61.00 ,14.30 
29.20 ,22.10 ,3.34 ,1.76 ,18.30 ,20.50 ,58.80 ,898.00 ,1.00 ,27.90 ,8.28 
437.00 ,588.00 ,11.00 ,49.10 ,27.10 ,3.34 ,26.90 ,108.00 ,13.80 ,61.00 ,13.50 
188.00 ,235.00 ,13.80 ,19.10 ,13.80 ,2.84 ,79.10 ,337.00 ,3.68 ,16.10 ,7.77 
365.00 ,528.00 ,10.40 ,26.70 ,24.10 ,4.57 ,41.00 ,1700.00 ,1.00 ,28.60 ,7.43 
121.00 ,150.00 ,17.30 ,154.00 ,58.30 ,2.86 ,32.80 ,165.00 ,1.00 ,38.90 ,16.00 
300.00 ,400.00 ,29.20 ,389.00 ,173.00 ,1.00 ,64.90 ,248.00 ,2.23 ,21.50 ,7.64 
207.00 ,294.00 ,15.40 ,21.30 ,5.88 ,5.28 ,186.00 ,474.00 ,1.42 ,26.20 ,4.87 
246.00 ,349.00 ,8.74 ,66.70 ,14.90 ,4.26 ,25.50 ,198.00 ,4.14 ,14.90 ,50.00 
496.00 ,770.00 ,20.20 ,26.90 ,9.14 ,13.00 ,117.00 ,2525.00 ,1.00 ,28.90 ,2.92 
1472.00 ,2110.00 ,15.30 ,2.37 ,9.56 ,1.61 ,18.30 ,60.40 ,1.73 ,42.90 ,69.20 
47.40 ,59.90 ,38.90 ,375.00 ,57.80 ,2.48 ,67.30 ,178.00 ,3.89 ,26.70 ,10.90 
757.00 ,1144.00 ,2.62 ,542.00 ,55.70 ,3.19 ,54.20 ,137.00 ,1.00 ,31.10 ,3.62 
189.00 ,297.00 ,2.17 ,11.80 ,14.90 ,4.70 ,71.70 ,1446.00 ,1.86 ,48.30 ,12.30 
621.00 ,965.00 ,28.10 ,91.40 ,36.80 ,3.96 ,19.50 ,89.00 ,2.21 ,16.00 ,3.85 
135.00 ,241.00 ,11.40 ,48.70 ,14.50 ,6.67 ,205.00 ,704.00 ,1.03 ,11.40 ,1.00 
355.00 ,519.00 ,4.91 ,157.00 ,20.20 ,1.00 ,14.30 ,123.00 ,1.89 ,23.30 ,2.71 
255.00 ,403.00 ,46.10 ,52.30 ,5.19 ,1.00 ,107.00 ,229.00 ,1.81 ,30.00 ,4.87 
63.20 ,62.10 ,17.50 ,12.70 ,8.43 ,2.53 ,9.82 ,62.60 ,3.55 ,12.40 ,7.30 
141.00 ,193.00 ,45.70 ,54.70 ,21.90 ,17.80 ,137.00 ,2436.00 ,1.00 ,23.70 ,4.66 
626.00 ,1027.00 ,11.10 ,27.40 ,5.28 ,1.64 ,50.00 ,69.20 ,1.12 ,10.20 ,8.98 
939.00 ,1382.00 ,10.90 ,15.80 ,13.60 ,6.67 ,57.80 ,308.00 ,2.71 ,18.30 ,6.49 
1018.00 ,1420.00 ,11.80 ,23.50 ,5.05 ,5.00 ,179.00 ,542.00 ,1.05 ,22.50 ,13.00 
24.40 ,18.40 ,3.68 ,1.67 ,12.20 ,8.13 ,32.50 ,179.00 ,2.09 ,18.80 ,3.43 
382.00 ,615.00 ,20.90 ,16.80 ,1.00 ,1.33 ,20.00 ,61.50 ,1.45 ,13.00 ,4.57 
302.00 ,461.00 ,8.06 ,14.50 ,1.00 ,1.00 ,41.80 ,124.00 ,1.73 ,9.82 ,2.44 
32.50 ,40.30 ,8.13 ,161.00 ,52.80 ,1.37 ,71.00 ,235.00 ,2.97 ,17.90 ,4.45 
110.00 ,157.00 ,22.30 ,151.00 ,56.70 ,34.60 ,167.00 ,1055.00 ,1.45 ,17.20 ,7.77 
965.00 ,1370.00 ,14.20 ,15.80 ,16.70 ,13.00 ,78.40 ,302.00 ,1.00 ,22.50 ,9.22 
410.00 ,583.00 ,12.90 ,13.80 ,1.00 ,1.72 ,13.10 ,55.70 ,1.78 ,25.50 ,1.00 
1963.00 ,2714.00 ,13.50 ,25.00 ,10.50 ,2.59 ,44.90 ,188.00 ,34.60 ,71.70 ,20.00 
1433.00 ,2072.00 ,14.60 ,29.40 ,13.80 ,2.71 ,44.10 ,102.00 ,4.53 ,34.00 ,8.51 
215.00 ,362.00 ,7.30 ,18.10 ,35.20 ,3.02 ,25.90 ,172.00 ,1.35 ,20.90 ,5.67 
297.00 ,505.00 ,19.60 ,52.30 ,32.20 ,44.50 ,109.00 ,1370.00 ,2.92 ,24.40 ,8.58 
225.00 ,368.00 ,4.00 ,20.50 ,8.51 ,2.23 ,65.50 ,255.00 ,8.66 ,34.90 ,5.67 
43.70 ,55.70 ,18.30 ,96.50 ,27.60 ,1.00 ,42.60 ,69.20 ,14.30 ,42.90 ,23.50 
193.00 ,262.00 ,60.40 ,120.00 ,38.20 ,28.60 ,143.00 ,5989.00 ,13.50 ,42.60 ,17.20 
2329.00 ,3278.00 ,11.20 ,44.50 ,17.30 ,1.00 ,30.80 ,37.50 ,1.00 ,21.90 ,15.00 
538.00 ,874.00 ,11.00 ,39.60 ,17.60 ,2.86 ,129.00 ,248.00 ,2.57 ,46.10 ,14.50 
225.00 ,294.00 ,13.20 ,23.50 ,6.79 ,4.07 ,155.00 ,519.00 ,2.11 ,16.30 ,1.01 
25.90 ,64.90 ,43.30 ,55.70 ,7.57 ,22.90 ,66.10 ,931.00 ,14.20 ,40.70 ,19.10 
396.00 ,710.00 ,26.90 ,215.00 ,51.90 ,6.32 ,41.00 ,1446.00 ,33.70 ,110.00 ,56.20 
170.00 ,248.00 ,12.60 ,24.60 ,33.70 ,5.83 ,43.70 ,1104.00 ,1.00 ,22.90 ,1.39 
132.00 ,189.00 ,22.10 ,85.80 ,19.10 ,1.68 ,43.70 ,178.00 ,1.72 ,36.80 ,3.72 
1685.00 ,2480.00 ,16.00 ,15.70 ,4.87 ,8.98 ,46.60 ,1395.00 ,1.00 ,22.70 ,1.60 
142.00 ,205.00 ,1.27 ,13.10 ,32.80 ,1.29 ,70.40 ,127.00 ,1.41 ,31.60 ,12.30 
241.00 ,362.00 ,17.80 ,30.00 ,15.30 ,1.00 ,18.90 ,50.50 ,3.22 ,17.60 ,9.47 
523.00 ,813.00 ,16.30 ,30.80 ,18.90 ,3.19 ,22.90 ,64.40 ,1.11 ,19.30 ,3.75 
74.30 ,120.00 ,19.10 ,115.00 ,15.00 ,1.18 ,42.20 ,118.00 ,1.00 ,22.90 ,11.30 
