raf,mek,plc,pip2,erk,akt,pka,pkc,p38,jnk,Class
84.3,46.1,4.45,1.01,5.99,14.1,18.6,21.1,59.9,274,0
42.9,12.2,13.1,3.82,45.3,75,655,4.61,9.31,8.58,1
73,25.5,2.41,1.23,21.7,50,533,19.1,31.9,19.3,1
79.9,52.3,6.67,1.68,9.91,23.1,509,73,142,30.2,0
58.8,13.1,10.4,1.01,23.1,43.3,334,6.04,24.6,95.6,0
19.6,27.1,14.9,1.01,29.4,48.3,359,8.82,33.7,66.7,1
51.4,16.3,1.27,4.07,25.7,44.1,274,15.1,34,9.65,0
34,13.8,4.7,6.49,16.3,45.7,403,4.91,18.6,61.5,1
71,21.3,6.73,2.81,44.9,71,319,19.8,37.2,25,0
114,26.2,10,3.05,18.9,36.8,331,3.65,33.7,89.8,0
49.6,30.5,7.3,2.02,21.1,41,237,14.5,34.9,10.5,0
53.8,21.3,4.26,1.75,4.87,5.99,453,15.4,26.4,9.82,0
36.2,17.8,5.14,3.43,14.7,31.6,385,15.7,31.1,11.2,0
81.3,64.4,2.04,1,44.5,89.8,583,11.2,43.7,6.04,0
93.1,32.5,4.91,8.58,21.5,49.1,1346,11.8,37.9,75.7,1
30.8,16.7,7.37,3.02,18.6,31.6,297,22.1,29.7,7.1,0
80.6,32.5,9.73,1,25.3,28.4,229,32.8,47.4,10.7,0
59.4,15.3,1.01,2.37,15.7,41,269,11.1,22.1,6.44,1
59.9,24.1,1.68,1.49,25.5,52.8,382,9.22,34.6,94.7,0
66.7,18.8,4.7,1,41,89.8,1655,25.5,48.3,13.9,0
74.3,18.6,3.4,1.01,20.2,36.8,235,30.2,79.9,75.7,0
14.6,25.7,3.46,1.01,26.9,44.1,246,30.5,50,16.1,1
81.3,30.2,5.09,2.89,14.7,29.7,644,4.1,14.7,22.5,0
35.5,22.5,5.14,1.01,46.1,94.7,1596,5.33,25.5,89.8,1
41,9.31,1,1,28.6,40,274,18.8,59.4,23.3,0
81.3,38.5,8.43,1.12,16.8,36.5,519,27.6,52.8,13.1,0
73.7,38.5,11.8,1.01,26.4,54.7,991,12.9,42.2,12.5,0
17.8,19.3,16.3,2.07,7.84,7.5,375,25.5,47.4,12.3,1
59.9,48.3,18.9,23.9,5.88,31.1,750,10.3,39.6,196,1
107,32.5,4.87,1.91,2.84,16.5,491,28.4,67.9,25.5,0
7.3,11.9,6.38,4.57,11.2,19.3,528,9.91,35.5,37.5,0
58.8,22.7,3.28,3.46,12.3,36.2,267,3.31,25,75,0
52.3,12.2,7.04,2.84,16,41,505,11.3,33.1,6.73,1
61.5,23.1,8.74,7.3,13.7,39.2,400,29.7,46.6,16,0
53.8,23.5,2.48,5.83,41.8,55.7,209,12.1,21.9,15.3,0
94.7,44.5,5.05,2.59,30,53.3,610,27.1,52.3,13.8,1
63.8,28.4,2.59,7.91,3.92,27.6,843,2.57,10.8,8.2,0
33.4,33.1,7.37,3.96,71,120,305,15.3,42.9,82.8,0
60.4,22.5,2.41,3.34,17.5,20.5,284,42.2,89,70.4,0
63.2,25.5,2.09,4.7,66.1,132,770,18.9,38.9,95.6,0
77.7,24.8,5,1.01,18.8,28.4,221,9.91,16.5,8.28,0
59.4,27.4,5.38,2.48,8.74,13.6,461,12.3,19.8,12.7,0
15.5,11.7,2.25,2.44,23.7,49.1,233,10.2,53.8,67.3,1
18.6,11.3,2.59,1,15.4,24.4,426,20.4,44.9,8.98,0
16.4,20.4,3.46,8.98,25.9,28.1,279,4.37,24.6,93.9,0
18.4,31.9,1,1.65,30.2,60.4,1176,6.26,23.9,101,0
59.9,13.8,2.11,1.88,50,97.3,1946,2.46,7.17,79.1,0
87.4,25.5,5.99,1,43.3,89,1843,7.1,63.2,20.5,0
36.8,19.6,1.84,2.71,8.2,23.5,449,2.86,22.9,106,0
17.5,19.3,4.41,1,4.83,19.6,750,4.22,18.8,93.9,0
44.9,30.5,8.43,6.79,3.22,25,820,12,31.9,18.9,1
42.2,21.7,8.13,1.02,14.1,19.1,302,25,38.5,16.3,0
69.8,22.5,5.73,1.01,35.5,45.3,313,20.7,53.3,20.5,0
4.45,6.1,8.2,1,17.6,19.5,437,15.5,34,22.7,1
13.1,27.9,12.4,1,39.6,112,743,22.9,32.8,21.7,0
90.6,36.5,8.9,1,7.99,14.3,328,15,29.4,14.7,0
85.1,16.3,3.16,1.09,63.8,179,898,4.37,14.3,77.7,0
63.8,27.4,4.57,1.76,3.43,19.8,362,36.8,82.8,28.6,0
11.1,18.4,6.44,1.01,20,38.2,368,27.9,54.2,38.2,1
74.3,28.4,11.5,4.26,142,191,466,2.59,10.9,69.2,0
87.4,41.8,1,2.71,30.2,63.2,396,1,106,10,0
89,24.4,2.62,2.15,6.55,25.5,25.3,14.7,41.4,6.04,0
121,77.7,3.55,1,6.61,19.3,661,26.2,42.6,14.3,0
63.2,27.6,10.4,21.1,7.17,45.7,1358,5.73,49.1,142,1
63.8,30.8,4.91,1.02,84.3,150,453,37.5,69.8,42.6,0
77,33.1,5.19,4.07,13,32.5,441,25.3,50.5,22.9,0
9.14,8.66,5.88,8.2,37.9,76.4,685,23.1,34.9,17.3,1
51.4,20,6.79,1.01,10,29.4,410,21.3,33.1,20.2,0
73,25.3,14.9,4.66,4.7,22.1,478,27.9,43.7,7.77,1
93.9,34.9,5.52,1.89,45.3,141,922,24.8,53.8,30,0
49.1,25.3,6.92,1.14,12.3,37.9,784,29.7,75,34.6,0
43.7,18.6,2.84,1.01,24.4,57.3,890,6.26,2.46,3.72,0
55.7,33.4,1,6.67,20.4,40,610,30,46.1,10.7,0
62.1,23.1,3.52,2.79,11.3,15.7,400,2.79,34.9,66.7,1
51.9,27.9,17.8,83.5,32.2,106,1382,14.5,27.1,13.7,1
30,7.64,8.28,5.52,22.5,32.2,322,22.5,42.9,24.6,1
9.39,26.9,13.8,2.46,15.5,26.9,237,11.4,20.4,18.8,0
38.2,16.1,14.6,1.54,29.7,48.3,302,19.6,58.8,29.7,1
66.7,27.6,1.41,1.01,20.5,34.9,233,7.23,47,161,1
38.2,19.3,10.5,2.79,16.7,31.3,717,12.9,33.7,9.56,0
33.7,13.3,4.14,1,18.9,37.5,375,1,66.7,13.5,0
15.1,17.2,6.61,1.93,26.4,44.1,281,3.19,17.6,50.9,0
60.4,22.9,9.06,1.01,21.7,41.4,233,13.3,38.2,10.9,0
31.9,12.9,6.32,3.92,53.3,102,906,32.2,63.8,107,0
76.4,41.4,5.88,5.14,62.1,117,445,12.7,23.7,3.85,0
50.5,24.1,3.89,5.23,41.8,102,777,9.73,30.2,12.4,1
55.2,18.8,6.04,5.99,29.2,60.4,445,13.5,30,6.79,0
66.7,20,11.5,4.14,5.47,21.3,422,11,35.9,82.8,0
42.2,32.8,2.27,3.28,42.6,124,1252,36.2,75.7,107,1
38.2,19.8,14.9,1,4.57,38.2,573,20.9,52.3,17,0
66.1,18.8,1,1.68,12,17,418,11.5,29.2,7.64,0
56.2,20.9,7.43,1,10.9,27.1,449,19.5,30.5,9.65,1
175,99.1,7.99,6.61,37.2,66.1,552,19.6,29.7,28.1,0
17.5,30.5,13.2,3.28,13.9,20.2,271,8.43,25,88.2,1
82,43.3,1.86,1,19.8,54.7,2167,11.2,17.9,8.74,0
52.3,9.39,1.6,4.66,12.1,43.7,474,17,29.2,11.7,0
17.9,16.8,9.65,8.06,19.3,31.6,710,23.3,47.4,20,0
44.1,17.6,3.65,1,18.4,57.8,835,30.2,46.6,8.58,1
66.1,23.1,3.08,1.23,28.4,55.2,982,6.73,36.5,81.3,1
18.1,18.9,9.31,1.75,21.5,37.9,255,5.57,12.7,5,0
78.4,20.5,2.94,3.11,14.2,28.9,496,8.98,27.6,82.8,1
7.04,19.5,9.14,1.06,13.3,30.2,710,28.1,44.5,11,0
71,26.4,3.19,2.81,28.1,47,346,24.8,41.4,33.4,0
17.2,23.5,4.03,1.41,19.1,34,267,5.94,15.8,86.6,1
87.4,30.5,10.3,1.57,26.7,40,334,33.1,73,34.3,1
35.2,21.1,14.5,1.11,11.3,30.5,922,12.6,37.9,6.85,0
74.3,25.5,2.92,1.01,4.07,35.5,487,7.37,27.6,58.3,0
45.7,19.6,6.44,5.83,3.75,23.1,588,18.4,43.3,75.7,0
56.2,16.4,8.58,4.49,17,127,982,15.4,30.2,12.9,0
56.7,32.2,1.01,1,3.68,14.2,449,11.8,32.5,6.85,0
33.4,55.2,5.38,4.37,23.5,47.8,316,21.5,46.1,9.56,0
79.9,53.3,10.3,1.19,33.7,56.7,231,24.1,49.1,17.2,0
86.6,58.8,5.42,2.94,18.9,33.1,478,18.3,35.2,7.1,0
42.2,21.7,13.1,14.5,34,67.3,331,28.9,55.7,19.1,0
47.8,29.7,11.4,6.85,18.1,29.7,259,7.77,21.5,5.19,0
3.28,7.57,6.04,4.07,30,86.6,1065,19.1,44.1,17.8,0
29.4,8.43,7.91,1.43,5.62,23.9,644,17.8,32.8,16.8,0
40.3,22.9,1.45,1.01,25,37.5,355,33.1,63.8,33.7,0
82,89,2.46,1.01,14.5,33.1,610,16.1,32.2,19.8,0
41.4,28.6,6.92,2.37,30.8,61.5,638,11.4,23.3,5.52,0
10.1,26.4,2.81,1,23.1,50.9,557,35.5,77.7,38.2,0
73,31.9,5,1,22.9,46.1,300,5.05,25.9,71,0
55.2,76.4,8.13,2.86,8.98,26.2,514,25.3,48.3,11.4,0
54.2,16.4,12.2,1.12,11.5,39.2,375,23.9,35.5,15.5,0
56.7,18.8,5.47,1.86,9.06,20.9,552,1,33.1,79.9,0
36.2,44.5,33.7,147,18.3,28.9,188,2.35,18.6,67.3,1
74.3,23.7,9.39,5.99,37.2,63.8,956,4.53,15.8,89.8,0
21.7,36.8,4.07,1,34.9,62.6,379,33.4,71.7,18.3,1
88.2,42.9,11.4,167,20.2,40,322,13.1,31.1,9.65,1
66.1,19.3,10.8,1,13.9,38.2,255,16.1,30.2,11.2,0
67.9,32.8,2.17,1.01,9.82,36.2,615,26.9,40.3,9.14,0
37.2,15.3,18.9,23.1,15.8,33.4,284,27.6,32.2,13.5,1
73,41.4,2.94,2.48,51.9,101,890,27.1,62.6,18.8,0
64.9,43.3,6.1,1,10,22.9,491,12.2,25.9,6.61,1
35.5,14.5,4.96,5.57,6.92,41.8,65.5,22.3,54.2,35.9,0
10.4,9.82,5.94,1,28.1,49.6,331,6.26,24.4,10.5,0
85.1,20.5,3.02,1.07,7.99,23.1,316,49.1,68.5,16,0
63.8,34.3,3.34,1,15,63.8,931,1,20,67.9,0
3.62,2.15,2.46,3.65,38.2,93.1,2054,13.7,16.4,9.56,0
39.6,20.4,4.91,1.01,13.6,26.2,136,3.49,12.6,62.1,0
43.7,12.5,3.62,2.69,6.1,28.1,583,30.5,49.1,15.8,0
61,28.9,10.3,1.01,111,184,491,12.5,37.2,7.1,1
23.3,27.4,9.06,1.01,25,77.7,478,39.2,109,26.2,0
64.4,15.1,3.49,2.19,28.4,90.6,1860,23.7,39.6,23.5,0
34,14.7,2.48,2.64,44.1,85.8,1114,1.86,19.5,25.7,0
72.3,50.9,2.92,2.84,31.6,62.6,474,16.5,30,4.78,0
63.8,21.7,7.77,1.58,14.5,28.1,382,14.1,33.1,19.6,1
76.4,18.6,6.44,1.47,47.4,119,2393,2.64,17.5,62.6,1
191,67.9,1,1.37,43.3,63.2,552,10.1,34.6,12,0
30,16,10.3,7.57,28.4,54.2,791,8.2,16.5,9.82,0
61.5,23.1,1.46,1.13,11.8,30.8,547,18.8,36.2,13.7,0
23.7,22.5,6.15,2.44,5.52,38.2,552,37.5,86.6,58.8,0
90.6,36.5,4.74,1.01,23.3,30,271,26.9,40.7,16.3,1
27.4,26.9,8.2,2.62,18.9,37.2,246,36.8,67.9,34.9,0
59.4,32.8,7.17,7.23,9.56,29.4,246,56.7,108,64.9,1
1,7.5,17.8,4.74,6.67,32.5,552,5.09,32.2,57.3,0
16.1,17.9,1.83,1.01,53.3,94.7,542,17.6,42.2,16.1,0
55.7,31.6,8.06,2.69,9.31,28.1,1009,10.9,31.1,13.7,0
34.6,15.4,1.24,4.14,18.1,30.8,241,12.5,21.3,12.6,0
57.3,33.4,4.87,1.01,10.4,47,1407,45.3,50.9,21.7,0
57.8,22.9,4.57,1.6,6.15,14.1,255,8.2,42.2,264,1
67.9,36.5,14.5,5.14,45.7,80.6,898,18.4,34.3,22.3,0
78.4,42.6,8.28,1.5,49.6,97.3,784,13.7,19.1,9.06,1
31.3,16.7,10.2,5.09,22.5,48.3,828,6.21,24.1,94.7,1
7.5,22.3,7.99,4.1,15.4,21.7,211,40.3,76.4,27.1,0
38.5,23.9,1.37,2.21,33.7,61,730,10,17.9,6.44,0
77.7,75,8.43,1.14,25,55.7,316,42.9,61,14.1,1
46.1,39.2,6.38,1.14,3.02,19.5,828,3.02,16.5,83.5,0
82,26.9,3.31,8.13,8.13,23.7,610,20.4,33.7,22.1,1
85.1,24.1,5.88,2.29,11.5,22.5,437,5.47,42.9,90.6,1
80.6,45.7,2.31,3.46,29.2,27.9,334,11,24.4,18.1,1
82.8,25.7,7.3,1.86,9.14,23.3,349,20.7,44.9,23.7,0
60.4,35.5,6.92,1.39,20.2,67.9,1512,37.2,40.3,11.2,0
129,62.1,8.13,1.01,120,217,679,15.7,39.6,13,1
66.1,28.1,11.5,3.82,2.81,11.5,319,21.9,40.3,22.1,0
52.8,27.1,3.31,3.89,21.9,44.5,426,12.2,33.7,4.14,0
37.5,26.9,15.4,1,13.2,55.2,1382,26.2,47.8,31.6,0
57.8,34.3,4.87,1.95,16.8,32.8,289,13.2,23.9,22.1,0
129,51.4,2.07,4.41,25.5,33.4,227,1.78,39.6,8.51,0
30.2,20.5,3.13,8.74,12.3,27.4,349,22.3,43.3,5,0
72.3,20.9,3.59,1.01,78.4,138,1486,32.2,45.3,15.1,1
58.8,34.9,3.49,368,17.8,27.9,331,23.3,51.9,98.2,1
71.7,27.6,4.91,3.96,21.3,34.3,274,30,63.2,13.3,0
54.7,19.8,3.19,1,16.3,176,113,11.8,53.3,78.4,1
25,25,15.3,2.29,20.9,41.8,227,5.28,20,82.8,1
21.7,11.8,2.84,2.29,21.5,37.5,267,31.6,63.8,67.9,0
59.4,31.1,6.61,1,16.4,23.7,379,1.58,8.13,2.55,0
41.4,24.4,2.41,1,67.3,135,626,18.3,29.2,13,0
47.8,25.9,7.17,1,23.1,40.7,379,3.43,30,4.07,0
21.1,18.8,4,3.85,55.7,85.8,433,50.5,109,52.8,0
45.3,19.8,16.4,4.78,6.44,17.5,610,12.6,24.8,10.9,0
66.7,30,1.54,7.99,30.8,50.5,289,11.2,18.4,4.1,1
38.5,22.9,7.17,4.61,103,229,594,29.4,64.9,4.96,1
122,33.7,1.29,4.87,3.92,20.7,269,19.1,38.5,14.1,0
37.5,23.9,7.1,4.41,10.3,19.6,292,29.2,42.2,18.8,0
81.3,24.6,1,5.42,6.49,18.6,466,20.4,42.2,25,0
30.8,20.5,8.06,1.47,29.7,47.4,655,12.6,31.3,7.7,1
30,19.6,2.76,2.37,20.7,36.5,835,23.3,42.9,24.4,0
20.4,45.7,2.89,1.31,20.5,40.3,250,10.7,46.6,94.7,0
11.1,41.8,4.26,7.77,19.1,27.6,209,1.91,85.8,3.16,0
176,93.9,7.04,3.92,28.6,41,250,11.9,23.5,15.7,0
53.8,23.1,1.05,1.39,4.26,24.4,449,10.5,27.9,5.23,1
44.5,23.7,6.79,3.4,31.9,57.3,221,46.1,65.5,38.9,0
61,53.3,8.74,1.01,5.88,37.5,1334,20.2,36.8,9.91,1
66.1,19.5,1.75,1,3.11,5.33,188,18.9,38.9,12.9,0
59.9,31.9,1,1.01,24.6,41.4,239,17,28.6,13.6,1
50.5,29.7,5.09,3.19,25.7,60.4,426,2.25,5.09,79.1,0
69.8,22.3,14.2,2.64,37.2,102,2738,25.7,57.8,37.5,0
106,30.2,1.01,5.14,14.9,30.8,457,3.96,34,114,0
6.1,35.9,11.7,2.84,150,229,784,16.7,32.8,88.2,0
9.73,17.5,4.18,5.62,22.3,36.5,322,23.1,62.1,79.1,0
47.8,34.3,11.4,6.98,49.6,98.2,538,22.5,31.9,8.28,1
103,69.8,33.1,7.77,16,44.5,1114,25.3,43.7,12.7,1
74.3,38.5,3.11,1.01,15.4,34,538,30.2,64.4,23.3,0
72.3,18.9,5.94,5.67,9.31,23.7,557,46.1,77.7,32.8,0
11.9,49.6,8.35,3.08,29.2,202,191,13.9,37.5,10.4,0
31.9,12.9,1.98,1.01,47.4,103,1928,50.5,109,55.2,0
48.3,19.1,3.08,1.96,13.8,44.9,1134,22.1,41.8,6.92,0
75,27.1,2.46,1.01,38.9,92.2,770,21.9,35.5,21.9,0
74.3,26.4,7.7,7.3,10.6,25.7,400,8.43,18.4,6.61,0
58.3,27.9,8.43,1.01,22.9,54.7,346,14.9,24.6,6.26,0
49.1,23.1,1.83,1.7,47,104,2072,39.2,73,38.5,0
79.1,23.5,5.23,4.66,15.8,32.5,379,25,57.8,29.2,0
104,64.9,11.9,1,54.7,112,704,17.6,36.8,12.3,1
42.9,39.2,10.9,3.31,36.2,76.4,487,13.7,31.3,11.1,0
87.4,39.2,1.01,4.07,62.1,111,365,13,32.8,20.2,0
53.8,18.9,5,1.54,22.3,38.9,189,28.4,78.4,20,0
48.7,30,9.31,1.67,20.2,36.8,437,4.07,67.3,2.57,0
40.3,22.9,3.46,6.26,29.4,209,1554,27.9,53.8,23.9,0
82,42.2,4,5.33,7.99,18.4,385,14.7,13,7.17,0
35.9,14.7,9.39,11.8,22.5,36.5,221,2.62,23.9,68.5,1
38.5,20.2,16.4,8.43,27.6,49.6,250,20.5,49.1,17.3,1
53.8,27.4,3.05,1.68,23.3,44.9,359,26.4,60.4,42.2,1
56.2,19.8,9.91,4.87,26.7,41,221,28.4,40,9.73,0
51.9,12.5,4.29,1.18,13.9,28.4,284,22.1,55.7,15.4,0
57.3,23.7,9.56,1.83,17.6,49.6,717,22.1,40.3,12.1,0
110,65.5,8.35,1.01,18.1,33.1,396,35.9,66.1,19.3,1
61,41,3.96,3.92,27.6,44.5,355,28.9,69.2,34.9,1
70.4,24.6,1,4.53,79.1,155,2227,3.96,12,33.4,1
62.6,23.1,3.34,3.31,14.5,27.6,355,17.8,30.2,3.4,0
113,73,1,1.31,8.74,31.1,487,40,79.9,43.7,0
91.4,25,4.33,1.46,7.43,17.3,433,6.38,34.6,175,1
2436,3685,16.4,40,1,41.8,105,6.38,23.7,77.7,0
114,160,11.8,32.2,3.82,38.2,119,7.23,44.9,15.8,0
557,947,7.7,18.6,5.19,64.9,138,2.05,20,12.4,1
638,914,11.9,59.4,2.46,44.1,107,1.22,17.9,7.37,1
316,461,4.91,73.7,4.7,30.5,2017,25.9,49.6,15.8,1
181,279,4.61,281,5.23,50.9,215,1.72,28.1,13,1
213,328,26.9,160,1.12,68.5,95.6,7.43,27.4,5.83,1
139,189,2.5,457,1.6,105,403,1.7,32.2,9.91,1
173,274,8.58,50,1.25,23.1,48.3,24.1,76.4,22.3,1
322,500,15.5,23.5,1.83,38.2,36.8,1,23.7,9.65,0
1999,2738,12,19.6,1,61,88.2,8.51,26.7,143,1
389,588,11.1,82,29.4,119,4105,1,31.6,7.84,0
122,181,19.5,9.65,1.54,45.7,96.5,6.1,23.7,4.1,0
509,723,10.7,55.2,3.75,82.8,137,1,33.1,11.9,1
227,334,21.7,35.5,3.92,120,269,9.06,55.2,17,0
99.1,112,11.5,70.4,3.4,93.1,346,9.22,38.9,271,1
175,231,11.2,110,12.3,141,3820,1,34.3,3.79,1
1472,2129,11,5.47,1,23.3,78.4,1,10.8,6.21,1
204,355,20.2,32.5,1.32,23.3,103,14.9,47.8,22.3,1
1165,1685,12.6,16.5,3.13,84.3,349,1,29.4,15.5,0
161,269,14.3,21.9,31.3,202,4332,4.7,29.7,12.6,1
274,410,14.2,235,2.17,63.8,126,16.8,52.3,20.5,1
248,389,10.2,82.8,11.9,69.8,1827,1.15,45.7,15.1,1
372,588,16.5,379,2.41,110,331,1.81,21.3,15.3,1
1046,1568,13.5,18.4,1,32.2,95.6,15,53.3,22.7,0
286,375,17.8,33.4,7.7,59.4,355,11.9,44.9,13.9,0
157,274,1.86,18.6,1,170,379,1,12.6,9.06,1
461,723,12.3,15.1,12,37.5,737,10.6,47.4,12.3,0
281,414,22.5,31.1,6.32,77,271,4.07,27.9,1.67,1
621,1065,16.4,36.2,6.49,59.4,1894,20.9,58.8,28.9,1
269,426,17.5,23.9,1.41,11,10.8,2.37,37.9,5.57,0
305,445,10.3,20,1,19.3,106,1,26.7,5.78,0
106,142,11,60.4,1.09,133,362,3.89,37.9,5.94,1
49.6,49.6,13.8,63.8,27.9,100,1472,1.64,35.2,9.65,1
95.6,136,13.1,25.3,2.86,42.2,223,28.6,129,75,0
359,470,9.31,168,1,13.6,87.4,1,18.8,8.06,1
181,271,25.9,135,6.92,121,385,44.1,111,50.5,1
196,322,11.4,30.2,3.92,115,487,5.47,59.4,8.13,1
59.4,72.3,10.6,21.7,37.9,158,3051,3.49,37.2,9.65,0
114,145,7.77,131,1,32.5,107,11.9,33.7,17.3,1
151,237,14.1,27.4,2.39,42.2,204,1,36.5,18.3,0
433,667,7.1,10.6,2,83.5,334,4.41,14.1,7.57,1
813,1208,14.2,72.3,3.34,75.7,233,2.46,11.5,5.33,1
173,244,22.1,18.9,1,48.3,98.2,2.89,18.6,13,0
274,433,8.13,146,2.11,64.4,322,2.67,107,349,1
122,231,7.77,141,1,43.3,113,12.2,30,30.2,0
1155,1700,5.57,155,4.22,52.8,1655,2.37,16,5.42,0
154,165,9.65,183,3.4,111,316,49.1,90.6,42.2,1
239,349,10,17,2.59,32.8,102,1.17,12,1.36,1
355,453,10.3,19.8,2.13,155,319,1.65,21.7,3.65,0
509,799,14.9,13.8,26.7,133,4217,11.7,54.7,28.9,0
1208,1731,12.5,17.9,32.2,184,4826,2.55,33.4,11.5,0
673,1055,19.8,22.3,1.24,26.4,33.7,1.41,40.7,1,0
62.6,69.2,14.7,28.6,1.22,66.7,73,4.78,35.2,11.4,1
124,176,15,25.9,1,31.1,124,2.67,29.7,12.6,1
770,1084,13.8,19.1,27.4,145,6321,3.31,37.5,164,0
100,126,18.4,32.5,10.8,111,189,6.49,45.7,11,0
403,610,6.32,106,16.1,186,1094,3.02,30.2,15.8,0
257,410,6.98,21.5,1,38.5,54.7,20.2,52.3,27.1,1
1286,1827,10,50.9,3.62,59.9,183,33.7,96.5,48.3,1
141,229,5.67,13.5,1.03,233,441,1,19.6,8.06,1
55.7,112,14.6,20.4,1.88,16.7,10.9,3.72,10.6,3.96,0
175,217,9.14,73.7,1.5,31.9,62.6,4.18,47.4,19.5,1
1230,1700,12.9,142,2.84,33.7,79.1,10.3,38.5,25.7,1
246,352,10.6,17,1,27.4,48.7,11.2,46.6,147,1
12.7,17.9,13.1,56.2,1.14,32.8,45.7,3.16,33.1,11.5,0
313,445,15.7,16.3,1.18,29.4,36.8,1,13.2,6.04,0
67.3,106,14.5,22.9,20.5,71.7,882,5.19,16.4,7.37,0
496,770,12.6,14.3,2.37,27.6,45.3,11.8,34.9,19.3,0
368,588,19.8,130,17.2,67.9,2458,19.3,44.9,8.58,1
204,244,18.4,27.6,1,42.2,82,5.99,5.62,3.75,1
137,183,7.99,4.03,1.24,12.2,85.1,3.08,21.3,76.4,0
305,552,4,183,2.62,28.1,155,1.58,47.8,11.7,1
207,331,1.1,11.7,8.98,44.9,284,4.45,41,8.98,0
215,337,44.1,109,3.89,25.5,1778,1,11.7,1,1
334,449,11.9,87.4,4.78,82,1794,34,82.8,56.7,1
120,215,16,22.7,2.79,66.1,279,8.9,30,23.5,0
308,466,5.14,2.92,3,42.2,241,2.27,16.3,12.3,0
42.2,46.6,14.2,21.9,6.1,79.1,1176,20.4,59.4,32.5,0
39.6,59.4,9.65,21.1,1.91,14.1,55.7,1,11.5,7.57,0
209,271,23.5,31.6,7.3,101,217,14.7,27.1,4.7,0
281,400,9.73,23.1,25.5,153,2054,38.5,79.1,237,1
132,188,18.9,17.5,55.2,219,4255,10.8,38.5,106,0
433,638,7.99,130,1.96,74.3,215,4.07,23.3,12.2,1
183,225,38.9,100,1,56.2,109,1.57,28.1,6.44,1
308,514,13.7,59.9,4.74,67.9,292,9.91,101,172,0
127,195,14.2,17.8,1.67,23.7,74.3,16.7,61,11.2,1
1275,1827,8.74,16,4.87,39.6,100,23.1,56.2,15.8,0
186,235,34.3,120,2.05,89,184,31.9,119,49.6,1
105,155,17.2,19.3,1,31.9,137,1,12.9,8.9,0
325,491,35.5,69.8,1,43.3,106,13.1,42.2,94.7,0
69.8,109,11.9,49.6,2.07,113,264,11.5,37.5,10.6,0
1018,1446,4.07,122,3.08,14.6,64.4,3.89,27.6,13.9,0
76.4,57.3,20.9,109,28.6,137,2054,3.79,44.9,10.1,1
59.4,63.2,28.6,61.5,1.53,37.2,139,23.5,53.8,21.9,1
343,599,16.3,53.3,1.7,32.5,137,3.92,27.6,3.25,0
297,403,5.78,22.9,3.37,109,328,3.65,22.7,6.15,0
588,922,22.5,33.1,24.4,70.4,1286,7.37,51.4,98.2,1
791,1197,47,13,1.61,28.6,53.3,44.5,88.2,25,1
235,340,16.8,15.1,1.01,33.1,58.8,1.17,32.5,5.47,0
170,239,6.92,67.3,16,63.2,1486,57.3,139,33.7,0
644,1000,6.61,1.47,1.88,59.9,219,32.5,66.1,28.6,1
284,414,17,20.4,2.35,28.1,35.5,1,32.5,13.1,0
638,956,18.9,50.5,9.91,93.1,1382,1.35,33.1,16.1,1
235,334,10.4,61,1,70.4,241,1,9.56,12.1,0
225,340,13.8,56.7,2.13,58.3,255,2.04,29.4,1.95,1
382,562,131,93.9,1.12,31.1,102,1.61,18.1,3.16,1
2738,3924,14.9,11.1,2.57,78.4,221,1.65,18.1,3.4,0
898,1407,7.77,13.9,12.3,77.7,1794,13.8,45.3,17,1
193,264,20.5,19.5,18.9,61,1124,2.11,13.1,61.5,1
42.9,34.3,117,219,3.31,30.5,91.4,15.4,32.8,195,1
1472,2072,34.9,28.9,7.7,49.6,2308,10.7,40.3,68.5,1
97.3,126,53.8,188,1,46.1,121,2.11,27.9,124,1
85.8,123,16.4,103,1,63.8,241,1.01,19.8,3.4,0
92.2,91.4,45.7,79.9,1,139,188,12.9,49.6,8.51,1
1155,1747,15.5,154,2.33,75.7,248,4.07,29.7,8.9,1
172,279,5.99,28.1,6.21,72.3,325,3.72,32.8,8.58,1
143,229,14.5,25,2.29,30.2,61.5,3.55,16.7,10.5,1
204,308,26.2,23.1,5.42,58.3,176,12.4,80.6,158,0
167,289,17,33.1,4.57,141,325,12.2,32.2,112,0
615,982,28.9,44.5,9.56,191,1670,1.18,7.37,7.64,1
223,352,16.1,163,10.8,132,1568,9.31,34.9,13.9,1
72.3,106,15.7,25.3,1,49.6,89,12.2,42.2,13.2,0
300,449,22.7,25.9,11.3,67.9,1407,4.22,48.3,12,0
31.3,34.6,7.57,150,1.31,118,257,31.1,58.8,22.3,1
99.1,184,10.2,89,1.21,50,120,15.7,50.9,63.8,1
39.2,38.2,9.06,80.6,1.47,66.1,195,1.89,50.9,1,1
914,1370,4.18,15.5,1.88,49.1,143,2.11,29.4,4.07,1
109,176,15.8,973,3.28,57.3,279,37.9,67.3,4.61,1
86.6,81.3,89,246,1,33.7,80.6,11.4,35.2,71.7,1
35.9,35.2,23.1,95.6,3.11,75,289,3.43,25.3,8.9,1
487,685,13,18.4,5,121,392,17.8,41.8,17.2,0
478,723,18.4,21.3,12.4,91.4,2503,1.73,39.6,12.5,0
2714,3889,13.9,94.7,1.79,195,414,9.39,41.8,24.6,1
78.4,205,20,18.4,1.15,22.5,69.8,1.02,43.7,7.84,0
400,547,13.5,55.7,2.74,31.1,147,12.9,58.3,32.8,0
