raf,mek,plc,pip2,pip3,erk,akt,pka,p38,jnk,Class
308,466,5.14,2.92,10.6,3,42.2,241,16.3,12.3,0
42.2,46.6,14.2,21.9,14.5,6.1,79.1,1176,59.4,32.5,1
39.6,59.4,9.65,21.1,10.6,1.91,14.1,55.7,11.5,7.57,0
209,271,23.5,31.6,10.6,7.3,101,217,27.1,4.7,1
281,400,9.73,23.1,30.5,25.5,153,2054,79.1,237,1
132,188,18.9,17.5,2.97,55.2,219,4255,38.5,106,0
433,638,7.99,130,26.7,1.96,74.3,215,23.3,12.2,0
183,225,38.9,100,69.8,1,56.2,109,28.1,6.44,0
308,514,13.7,59.9,6.85,4.74,67.9,292,101,172,0
127,195,14.2,17.8,21.1,1.67,23.7,74.3,61,11.2,1
1275,1827,8.74,16,5.52,4.87,39.6,100,56.2,15.8,1
186,235,34.3,120,48.3,2.05,89,184,119,49.6,1
105,155,17.2,19.3,6.85,1,31.9,137,12.9,8.9,0
325,491,35.5,69.8,13.5,1,43.3,106,42.2,94.7,1
69.8,109,11.9,49.6,11,2.07,113,264,37.5,10.6,0
1018,1446,4.07,122,13.3,3.08,14.6,64.4,27.6,13.9,0
76.4,57.3,20.9,109,112,28.6,137,2054,44.9,10.1,0
59.4,63.2,28.6,61.5,27.9,1.53,37.2,139,53.8,21.9,1
343,599,16.3,53.3,13.9,1.7,32.5,137,27.6,3.25,0
297,403,5.78,22.9,7.3,3.37,109,328,22.7,6.15,0
588,922,22.5,33.1,20.5,24.4,70.4,1286,51.4,98.2,0
791,1197,47,13,26.9,1.61,28.6,53.3,88.2,25,1
235,340,16.8,15.1,17.8,1.01,33.1,58.8,32.5,5.47,0
170,239,6.92,67.3,11,16,63.2,1486,139,33.7,1
644,1000,6.61,1.47,154,1.88,59.9,219,66.1,28.6,1
284,414,17,20.4,8.35,2.35,28.1,35.5,32.5,13.1,0
638,956,18.9,50.5,46.6,9.91,93.1,1382,33.1,16.1,0
235,334,10.4,61,11.3,1,70.4,241,9.56,12.1,0
225,340,13.8,56.7,36.8,2.13,58.3,255,29.4,1.95,0
382,562,131,93.9,770,1.12,31.1,102,18.1,3.16,0
2738,3924,14.9,11.1,6.04,2.57,78.4,221,18.1,3.4,0
898,1407,7.77,13.9,30.2,12.3,77.7,1794,45.3,17,1
193,264,20.5,19.5,17.9,18.9,61,1124,13.1,61.5,0
42.9,34.3,117,219,59.9,3.31,30.5,91.4,32.8,195,1
1472,2072,34.9,28.9,19.6,7.7,49.6,2308,40.3,68.5,0
97.3,126,53.8,188,106,1,46.1,121,27.9,124,0
85.8,123,16.4,103,12.3,1,63.8,241,19.8,3.4,0
92.2,91.4,45.7,79.9,37.2,1,139,188,49.6,8.51,1
1155,1747,15.5,154,27.4,2.33,75.7,248,29.7,8.9,0
172,279,5.99,28.1,47,6.21,72.3,325,32.8,8.58,0
143,229,14.5,25,20,2.29,30.2,61.5,16.7,10.5,0
204,308,26.2,23.1,5.52,5.42,58.3,176,80.6,158,0
167,289,17,33.1,13.2,4.57,141,325,32.2,112,0
615,982,28.9,44.5,31.3,9.56,191,1670,7.37,7.64,0
223,352,16.1,163,55.7,10.8,132,1568,34.9,13.9,0
72.3,106,15.7,25.3,13.6,1,49.6,89,42.2,13.2,0
300,449,22.7,25.9,5.73,11.3,67.9,1407,48.3,12,0
31.3,34.6,7.57,150,21.1,1.31,118,257,58.8,22.3,1
99.1,184,10.2,89,34,1.21,50,120,50.9,63.8,1
39.2,38.2,9.06,80.6,25,1.47,66.1,195,50.9,1,0
914,1370,4.18,15.5,63.8,1.88,49.1,143,29.4,4.07,0
109,176,15.8,973,98.2,3.28,57.3,279,67.3,4.61,1
86.6,81.3,89,246,111,1,33.7,80.6,35.2,71.7,0
35.9,35.2,23.1,95.6,32.5,3.11,75,289,25.3,8.9,0
487,685,13,18.4,4.7,5,121,392,41.8,17.2,1
478,723,18.4,21.3,1,12.4,91.4,2503,39.6,12.5,0
2714,3889,13.9,94.7,40,1.79,195,414,41.8,24.6,0
78.4,205,20,18.4,17,1.15,22.5,69.8,43.7,7.84,0
400,547,13.5,55.7,15.1,2.74,31.1,147,58.3,32.8,1
519,730,13.2,64.9,23.7,6.55,30.2,1700,48.3,13.5,1
225,305,33.7,58.3,30.8,7.3,56.7,1731,9.39,8.9,0
193,267,17.6,88.2,64.4,1,12.3,145,14.7,2.13,0
215,305,4.1,4.7,10.6,2.11,19.1,41.4,38.2,6.04,0
50,46.1,20.7,11.3,17.8,1,56.2,253,54.2,11.9,0
46.6,93.9,10.2,8.2,30.5,29.4,80.6,956,17.5,2.33,0
1420,1928,14.3,119,45.7,2.21,99.1,215,9.56,8.13,0
40.7,68.5,18.9,30,22.3,2.64,11.1,92.2,55.7,16.4,0
27.6,10.7,17,17.5,8.74,1,31.3,53.8,43.3,4.03,0
2035,2788,23.7,34.9,21.7,12.4,107,882,27.9,2,0
453,661,136,241,48.7,2.62,53.3,173,50,145,0
365,644,14.7,123,17.6,1.24,39.6,115,93.9,48.7,1
41.8,28.4,22.3,25.7,1.23,1.57,40.7,195,102,52.8,1
193,308,14.7,46.1,21.3,2.37,16.1,62.6,44.1,18.3,1
1065,1526,117,281,93.9,3.16,22.5,110,74.3,21.1,1
213,308,15.3,52.8,33.1,1,19.5,151,55.2,31.1,0
193,289,20.9,70.4,38.2,7.91,67.9,294,40,22.5,0
213,311,4.33,196,82,3.46,35.5,124,12.6,2.02,0
340,500,24.8,85.1,39.2,2.35,25,16,50.5,24.4,0
1134,1582,1,9.91,15.7,1.36,42.9,96.5,20,55.7,0
132,198,3.05,22.7,56.7,2.29,72.3,215,80.6,42.2,1
106,172,13.6,49.6,40.7,4.45,146,392,52.8,34.3,0
57.8,72.3,26.7,54.7,43.7,6.38,35.2,248,30.8,10.6,0
956,1382,16.7,20.9,13.8,11,49.6,1540,41,10.3,0
599,898,20.4,14.3,2.79,1.53,30.5,136,35.2,6.61,0
231,352,20,106,34,1.24,37.5,93.1,28.4,106,0
698,1104,21.9,21.5,5.05,3.02,138,359,93.1,29.7,1
1000,1512,16.8,106,24.1,6.85,63.2,271,23.3,17.6,0
188,292,11.4,93.1,14.1,1,38.5,129,17.6,8.06,0
56.2,56.7,11.9,120,31.3,1,57.3,163,13.9,12.9,0
164,213,15.8,552,66.1,1,25.7,90.6,77.7,175,0
1009,1420,21.1,26.7,53.3,6.49,67.3,346,31.6,1.79,0
461,784,20.2,24.1,7.43,1.1,20.2,87.4,19.1,2.53,0
297,437,7.7,18.4,17.6,23.7,77.7,973,44.9,12.7,0
164,269,59.9,67.3,23.1,1,118,223,8.74,1.51,0
649,1027,17,47.4,17.5,1,56.7,146,47,9.82,1
130,184,16.4,46.1,23.7,1.55,59.9,89.8,36.8,14.2,0
196,286,11.1,17,5,22.7,84.3,2308,10.1,7.37,0
231,325,13.8,51.9,22.3,2.74,51.9,129,23.5,6.61,0
23.9,32.5,15.4,4.03,23.3,5.14,49.6,1877,57.3,6.79,0
130,191,42.6,262,93.9,1,110,294,29.2,7.3,0
122,65.5,16.5,17.5,9.47,1.33,118,284,37.2,8.13,0
253,372,17.9,32.5,31.9,6.98,64.9,246,39.6,117,0
316,445,16.1,22.7,41,4.57,35.5,213,23.9,5.42,0
27.6,54.2,26.7,71,34.9,1.35,80.6,227,84.3,36.2,1
1124,1554,13,83.5,41.4,1,53.3,94.7,34.3,14.9,0
167,255,14.6,58.8,5.28,2.11,79.1,237,14.7,14.6,0
153,248,27.6,22.3,14.3,4.22,33.1,799,41,9.73,0
217,191,48.7,56.2,18.8,17.6,170,991,26.7,10.7,0
241,319,11.8,123,44.1,7.77,47.4,1334,52.3,20.9,0
433,588,15.5,14.5,13.2,4.33,17.6,71,22.3,3.46,0
1275,1811,15.1,19.1,14.2,16.5,121,1104,54.7,11,0
85.8,124,16.4,53.8,26.4,5.78,96.5,276,17.9,69.2,0
30,41.8,12.2,18.1,18.4,1,42.2,237,34.3,5,0
227,316,25.5,56.2,31.3,2.74,20.7,61.5,62.1,25.7,1
64.4,79.1,21.1,33.4,5.67,2.35,47.4,71,17.8,9.14,0
931,1310,12.5,23.7,1.3,5.09,44.5,85.1,14.3,10.4,0
466,777,16.5,18.8,10.6,1.08,64.4,163,51.9,30.2,1
1037,1420,20.7,12.5,19.1,1,67.9,143,11.2,7.64,0
85.8,107,14.5,35.2,8.74,1.36,17.6,50,38.9,2.55,0
470,704,17.2,21.7,5.62,1,38.2,54.7,24.8,17.9,0
673,939,24.1,24.8,2.07,7.57,112,1499,22.3,7.04,0
82.8,103,17.5,19.6,11,6.79,53.3,2148,66.7,103,1
84.3,142,9.65,142,8.35,1.45,126,352,29.2,111,0
300,445,18.4,16.7,12.6,25.9,158,1715,51.4,20.5,1
154,189,5.47,26.4,20.9,12.4,109,1433,53.8,11,0
843,1241,47.8,95.6,11.4,1.37,83.5,269,37.9,7.04,0
308,547,15.7,56.7,30,2.09,30.5,167,13.1,1.88,0
145,164,15.7,193,11.1,4.1,91.4,389,34.9,13,0
181,271,3.96,17,25.9,1.72,110,262,26.9,5.05,0
1794,2393,17.3,51.4,31.6,1.09,26.2,124,35.9,3.62,0
66.7,88.2,17.6,27.1,19.3,1.14,17.5,81.3,21.3,9.91,0
241,375,18.9,17.5,6.38,1.04,109,217,31.9,8.74,0
1252,1762,13.8,66.1,15.5,3.89,165,573,36.8,6.15,0
131,213,26.7,487,86.6,3.25,48.7,147,57.8,82,1
52.8,73,11.2,89.8,15.4,1,20.7,77.7,6.38,7.5,0
1526,2227,30,52.8,70.4,18.6,46.1,1176,72.3,42.2,1
914,1298,11.1,46.6,10.9,4.14,38.9,149,30.8,6.21,0
62.1,71.7,12.9,85.1,26.4,1.84,43.3,61,29.7,13.7,0
274,426,9.31,19.3,11.2,1,17.2,44.9,26.9,16.4,0
38.9,36.5,20.9,37.2,14.7,3.08,76.4,259,53.8,9.73,0
58.3,87.4,15.7,96.5,19.6,22.3,145,956,26.7,16,0
160,257,15.5,64.4,30,6.85,46.6,2350,34.9,12.2,0
227,289,8.2,173,25.3,8.13,155,449,44.9,17.6,0
63.2,89,20.4,23.5,73,1.43,40.3,167,21.3,6.49,0
157,231,18.8,15.7,15,25.5,97.3,757,10,7.84,0
32.5,77,10.7,25,19.8,1,23.5,93.9,28.4,6.32,0
209,334,21.5,11.9,7.3,1.54,51.9,164,115,56.7,1
547,906,26.9,319,50.9,1.24,124,340,34,20.2,0
158,204,7.99,23.9,13.2,1.78,41.8,173,24.4,5.52,0
231,269,24.8,22.7,41.4,1.45,11.8,78.4,32.8,9.14,0
138,193,17.2,68.5,29.2,26.2,227,2148,17.2,5.23,0
1252,1778,38.9,52.3,21.1,4,24.8,137,34.6,10.3,0
931,1395,42.2,133,313,1.18,122,183,32.5,3.16,0
130,198,16.5,10.8,22.9,2.74,30.8,91.4,32.5,5.83,0
103,176,29.4,66.7,78.4,1.67,20.5,66.7,48.7,5,0
78.4,94.7,9.22,25,42.6,4.29,64.4,209,19.6,5.42,0
231,322,14.1,21.7,14.2,1,66.7,62.6,59.9,14.5,1
632,843,25,88.2,59.9,12,55.2,1747,61.5,13.6,0
211,286,19.3,27.4,2.62,1,33.7,146,48.3,12.5,0
1230,1843,12.2,15,15.8,1,23.7,126,21.5,6.21,0
89,146,12,30.5,6.79,1,58.3,223,15.3,7.7,0
195,269,24.4,130,48.7,1,65.5,146,93.9,37.9,1
55.2,32.2,1.96,300,30.8,5.14,91.4,791,31.9,18.3,0
1144,1611,10.5,145,12.7,20.2,61.5,1230,31.1,8.51,0
186,302,1,271,16.3,6.98,44.5,449,17.6,6.1,0
1055,1625,10.3,35.5,64.9,4.61,29.4,29.2,32.5,4.61,0
483,737,13.7,55.2,21.9,2.57,91.4,292,30.8,15.1,0
52.8,86.6,7.3,27.6,42.9,2.84,46.1,104,20.7,4.14,0
95.6,137,21.9,37.5,13.1,1.54,41.4,123,16,8.98,0
211,322,42.6,45.3,13.6,10.6,85.1,407,44.9,6.49,0
302,437,12.7,39.2,17.9,1,53.3,168,50.9,79.9,0
1275,1843,19.5,153,23.3,1,79.1,271,25.7,5.47,0
533,813,5.94,12.4,20.5,1,32.2,65.5,20.4,2.33,0
939,1433,32.5,25.5,37.2,2.94,28.6,98.2,22.3,76.4,0
67.9,93.9,29.7,16.4,2.89,2.76,55.2,158,51.4,8.58,0
178,284,19.6,48.3,18.1,3.79,44.5,1298,62.6,28.9,1
1499,2091,26.2,52.8,106,3.43,133,331,30.5,16.3,0
225,346,23.5,53.8,84.3,19.5,85.8,1459,25,6.73,0
308,453,20.4,15.5,1,4.83,82.8,365,15.4,17.2,0
175,264,12.6,17.2,18.4,2.21,39.6,866,31.3,1,0
198,264,3.4,40.3,5.83,1.2,40.3,141,37.9,13.7,0
80.6,105,25.9,15.7,25.3,4.57,117,233,41,18.3,1
65.5,73,23.3,32.2,16,2.86,62.6,117,26.2,7.99,0
44.9,74.3,24.4,12.3,29.4,3.82,178,352,13.6,7.99,0
204,379,21.3,47.8,88.2,22.1,120,1540,37.5,18.3,0
223,365,10.8,31.6,35.2,1.73,37.2,143,15.8,1.88,0
87.4,167,25.5,379,66.7,1,45.7,57.8,57.8,43.3,1
478,770,15.4,85.8,22.1,1.47,84.3,328,22.1,4.96,0
58.8,125,7.57,196,27.4,2.81,17.2,98.2,20.5,14.9,0
147,176,11.2,34.9,36.8,6.21,54.2,1459,55.7,32.2,1
55.2,58.3,18.3,20.9,8.98,2.71,28.4,108,29.7,1.58,0
231,343,16.3,59.4,20.5,2.97,30,124,22.9,3.82,0
322,478,13.6,15.7,4.57,1,25.9,66.1,28.6,10,0
241,328,13.2,94.7,25.7,2.55,23.9,153,9.91,3.65,0
178,257,5.78,12.9,30.5,14.2,80.6,1911,42.2,10.6,0
385,578,8.13,155,45.7,3.79,133,414,24.4,4.22,0
300,426,21.1,20.5,12.1,3.72,61,274,24.1,7.64,0
127,172,17.9,56.7,20.9,7.7,36.8,1018,26.4,10.2,0
139,227,10.2,24.1,22.9,2.09,121,337,31.1,5.09,0
244,322,14.7,12,3.82,1.76,54.7,118,58.8,30.2,0
1219,1794,2.53,382,32.8,2.89,45.3,145,32.8,8.98,0
193,311,10.3,28.9,77,42.6,337,2864,31.3,5.94,0
562,906,15.5,18.3,12.1,1.19,35.2,85.1,38.5,17,0
56.7,47.4,13.6,141,46.6,1.76,44.5,161,34.3,12.4,0
157,223,22.7,217,71.7,1.58,59.4,114,19.3,10.5,0
418,578,16.7,32.5,5.57,12.1,173,1670,64.4,7.1,0
17.3,28.6,11.4,55.7,20.9,1.73,48.7,262,20,4.53,0
1433,1999,25.9,23.1,13,4.91,77,1540,22.7,8.28,0
101,167,46.1,313,66.1,68.5,599,5989,25,5.47,0
253,346,13,117,36.5,13.7,53.3,300,76.4,26.7,1
437,632,32.2,53.3,15.3,2.5,32.8,262,31.3,12.6,0
56.7,45.7,14.9,123,52.3,2.5,47.8,170,21.5,5.78,0
519,764,13.8,53.3,28.9,1.11,48.3,84.3,55.7,31.3,0
137,253,4.41,13.7,13.7,6.98,4.91,325,11.3,14.9,0
292,422,13.3,25.3,5.33,1,176,300,29.4,85.1,0
63.8,71,12.7,15.7,1,1,44.1,50.9,40.3,121,0
359,542,26.2,48.3,8.06,4.14,51.4,1540,31.6,7.43,0
2227,3220,16.5,17.2,12.2,1.01,40.7,92.2,55.2,7.17,0
737,1084,17.9,42.2,15.1,1.36,56.7,172,22.9,96.5,0
227,334,23.9,63.8,17.3,14.7,64.9,1554,37.2,123,0
164,244,13.9,14.6,1,1.83,71.7,150,26.9,5.14,0
231,346,17,45.7,15.5,1.63,32.5,118,82.8,23.7,1
40,51.9,17.6,164,56.7,1.43,56.2,122,28.4,4.66,0
198,294,22.5,8.98,10.2,2.27,99.1,956,25.5,12.3,0
141,221,13.5,64.9,31.9,2.89,80.6,193,25,10.8,0
1310,1827,18.6,102,23.3,2.09,34,137,21.9,9.06,0
168,269,10.6,161,19.3,1.98,49.1,178,12.1,5.42,0
49.6,46.1,11.4,15,5,18.1,175,1197,20.4,10,0
231,319,11.5,147,26.7,35.2,147,2916,36.8,8.13,0
179,255,18.9,20.4,9.39,1.29,43.7,44.5,42.6,102,0
106,136,15.7,12.1,24.1,2.94,178,487,32.8,86.6,0
557,843,13.6,87.4,35.5,1,64.9,82,9.47,4.78,0
94.7,137,23.3,9.22,40,4,22.1,410,50.9,17.8,0
2187,3051,41.8,47.8,19.5,1.63,17,69.2,18.1,3.89,0
328,403,8.13,20.9,17.5,1,18.1,82,21.5,13,0
340,610,14.3,37.5,11.9,8.66,124,1407,17.6,4.07,0
101,300,22.7,13,10.9,1.43,15.4,62.6,19.1,16.4,0
160,229,15.8,48.7,4.83,1,55.7,179,52.8,20.5,1
403,621,12,15.8,2.09,24.6,514,2035,28.9,2.86,0
289,241,7.17,149,7.04,2.86,46.1,221,25.5,110,0
509,799,28.1,31.3,20.9,25.5,139,2393,21.7,8.43,0
661,991,54.2,101,20,3.11,34.3,183,23.1,8.74,0
578,939,15.8,40.7,8.98,10.3,125,1568,33.7,11,0
59.9,66.1,40.7,170,41.8,1,34.6,154,38.2,12.3,0
253,359,15.5,20.7,34.3,4.03,93.1,267,33.4,7.37,0
244,362,15.8,27.6,4.96,80.6,229,2738,46.6,27.1,1
533,843,10.2,147,31.9,4.29,84.3,198,20.5,5.42,0
204,308,22.7,33.7,14.1,26.7,96.5,882,31.1,11.1,0
246,422,16.1,14.1,2.04,4.96,49.1,202,48.7,5.99,0
1685,2393,17.2,110,34,1.75,55.7,137,40,8.66,0
1499,2227,13.5,127,19.5,1.1,11.8,71.7,20.5,1.49,0
64.9,99.1,34.9,43.3,69.8,5.67,138,410,12.7,1.64,0
262,400,14.2,122,1.63,1.31,78.4,191,20.9,9.82,0
86.6,74.3,8.43,136,16.3,24.1,72.3,1027,26.2,5.28,0
679,982,9.39,131,8.28,9.56,73,255,36.2,2.53,0
1446,2091,26.7,37.2,9.47,2.33,79.1,211,42.9,30,1
573,882,12.4,11.5,4,9.22,65.5,289,14.9,7.43,0
874,1298,15,10.4,16.5,1.15,15.4,86.6,40,13.5,0
750,1144,12.6,14.5,11.4,12.4,47.4,939,20.7,8.66,0
60.4,97.3,9.31,2.46,16.3,1.47,24.1,79.9,17.6,8.35,0
328,466,14.7,39.6,49.6,6.61,60.4,165,48.3,15.5,0
42.9,39.2,14.6,20.4,16.1,1,24.4,47,22.3,7.5,0
474,799,16.4,20,25.5,13.2,56.2,1358,37.9,8.06,0
196,267,42.9,65.5,104,11.2,59.9,422,36.8,14.7,0
120,153,10.9,13.8,10.6,1,48.3,67.3,61.5,19.1,0
227,340,10.2,22.1,3.65,1,33.1,31.9,24.6,6.1,0
340,496,22.7,25.9,75.7,1.46,36.5,213,19.6,1.67,0
365,542,3.59,21.3,34.3,10.8,126,445,21.9,8.82,0
410,562,17.3,21.5,12.9,1,69.2,149,22.7,10.5,0
55.2,85.1,6.04,20.2,5,1.96,67.9,126,22.5,8.2,0
147,235,6.61,22.3,47,2.07,47.4,151,12.6,4.74,0
155,227,34,49.6,7.3,2.74,36.2,147,24.6,2.64,0
284,400,19.5,31.9,3.59,1.07,62.1,191,12.1,15.7,0
2288,3429,35.2,42.6,18.9,1.43,30.5,1094,30,6.73,0
355,523,14.1,25.9,16.5,2.09,93.9,294,30.2,6.15,0
107,90.6,9.56,64.4,30.5,1,58.8,173,14.6,4.83,0
139,165,14.6,21.7,11,1.37,67.9,137,14.1,2.05,0
131,184,10.6,10.8,1.63,2.79,34,111,17,2.46,0
81.3,139,21.3,20.9,8.35,1,12.6,50,45.3,12.9,0
231,337,50,65.5,36.5,1,63.8,65.5,12.3,4.96,0
49.6,54.7,27.1,337,38.2,4.91,47.8,1027,12.2,8.2,0
523,828,13.2,73.7,15.4,1,119,279,37.9,6.73,0
168,244,20,17.8,21.7,1.64,103,248,27.6,8.82,0
799,1186,19.3,15.8,17.3,1,22.5,46.6,16.7,2.53,0
349,441,50,328,79.1,2.02,28.1,58.3,15.5,4.07,0
97.3,95.6,3.65,2.84,1165,7.5,160,429,43.7,7.5,0
217,403,21.3,15,21.9,9.56,55.2,1459,40,13.8,0
655,947,16.5,23.9,24.4,1,48.3,164,10.6,2.44,0
71.7,115,25,36.8,10.5,3.08,71.7,259,15.5,7.7,0
213,311,7.99,39.6,49.6,3.79,205,466,22.7,1,0
250,372,19.8,248,79.9,4.78,151,328,9.56,10,0
874,1334,26.2,30.8,7.23,1,28.4,46.1,17.6,7.1,0
334,519,8.82,20,37.5,5.28,143,396,16.1,3.68,0
186,235,25.5,61,22.9,8.82,126,1526,47,24.4,0
88.2,91.4,14.1,13.3,8.9,8.98,97.3,1018,18.4,1.83,0
757,1124,17.9,13.5,4.7,4.29,29.2,132,44.9,13.3,0
160,255,36.8,83.5,24.8,4.1,30.8,191,27.4,7.77,0
449,679,13.7,13.6,7.99,9.14,85.1,2091,53.8,6.55,0
40.7,33.4,11.9,13.8,26.9,1.1,87.4,196,24.6,4.26,0
25.7,113,9.82,20.2,33.7,4.1,113,385,56.7,67.3,1
246,340,18.9,24.6,10.8,3.82,33.1,105,89.8,41,1
42.2,73,19.3,56.2,50.5,5.62,67.9,1778,20.9,4.33,0
105,139,30.2,38.2,16.8,2.67,84.3,262,13.6,2.76,0
552,866,23.1,41.4,13.5,1,47,94.7,49.1,12,0
965,1459,11.9,23.7,18.8,26.9,93.9,1275,35.9,7.37,0
365,552,21.7,41.8,30.2,2.67,10.2,100,33.4,10.3,0
223,313,15.4,77,29.4,3.65,70.4,1762,17.5,5.38,0
63.2,110,40.7,343,78.4,1,85.1,255,37.5,36.2,0
1165,1731,30.8,42.2,22.7,4.57,34.3,209,20.7,3.68,0
131,175,11.2,17.6,7.23,1,32.8,39.2,32.8,15,0
244,343,63.2,160,37.5,1.17,75,189,15.5,7.3,0
12.6,25.9,13.7,46.1,30.5,4.53,120,359,62.6,26.7,1
655,1027,33.1,30.5,14.2,18.3,54.7,1499,10.7,1.32,0
253,340,40,441,106,1,147,349,24.4,4.96,0
71.7,114,1.65,2.94,22.1,3.68,79.1,178,7.1,5,0
1186,1762,35.5,42.9,48.3,2.39,73,253,31.9,12.6,0
114,196,10.7,22.3,37.2,7.5,35.9,267,60.4,23.7,0
528,784,10.5,26.4,21.5,1,28.4,82,38.5,10.5,1
302,445,7.64,6.26,4.45,10,52.8,1358,33.4,8.2,0
51.9,63.2,18.6,41,28.1,24.8,63.8,914,34,12.6,0
437,621,39.2,61,7.91,1,52.8,51.9,13.9,6.26,0
44.9,58.8,17,115,40.3,2.94,120,302,38.9,7.17,0
79.9,71.7,15.8,61,27.4,1.75,21.3,110,16.7,2.11,0
93.9,145,11.8,410,62.6,4.96,91.4,223,79.9,20.9,1
308,453,28.1,146,42.2,3.05,61,154,21.3,4.18,0
227,449,24.1,94.7,35.9,21.1,67.9,2788,37.2,4.78,0
126,154,33.4,42.2,9.82,23.9,122,1446,13.5,5.47,0
71.7,94.7,14.7,53.8,13.1,2.81,97.3,316,23.5,9.31,0
39.6,55.7,9.56,248,28.1,12.1,133,1358,53.3,12.6,0
743,1134,14.5,267,76.4,1.04,24.1,107,49.1,113,0
104,139,12.3,40.3,15.5,1,17.8,107,49.1,6.61,0
956,1420,10.6,20.5,12.1,3.46,43.7,202,61.5,16.5,0
229,294,10.8,35.5,29.7,6.85,24.6,67.3,29.7,7.77,0
453,573,12.3,129,44.1,7.99,143,441,46.1,14.5,0
355,505,8.98,164,18.9,1.83,175,519,12.1,11.7,0
547,820,13.3,24.1,18.6,4.22,46.1,189,44.9,23.9,1
153,231,13.7,20.7,31.6,2.25,76.4,274,19.5,3.4,0
178,289,8.13,231,31.6,20,64.4,965,23.7,6.49,0
179,204,10.3,135,15.1,51.9,276,2996,41,8.2,1
445,667,20.9,23.3,23.9,2.31,26.4,53.3,12.4,6.55,0
922,1382,13.3,17.3,8.43,3.34,50.5,160,59.9,5.42,0
13.9,18.3,16.4,20.9,6.98,1.03,23.5,48.3,25.9,3.65,0
302,445,18.6,30,67.9,4.1,41,186,38.9,12.2,0
1075,1540,13.6,110,21.9,12,119,4573,7.17,1.14,0
193,136,9.91,198,35.2,3.59,47,204,33.7,5.62,0
167,211,10.8,104,31.6,37.9,122,3555,36.5,6.32,0
276,433,11.5,16.8,8.58,1.35,26.9,124,28.9,120,0
262,365,12.2,30,37.2,87.4,223,3429,17,6.79,0
274,375,1.26,322,40,1,23.9,85.8,10,4.14,0
359,542,23.1,81.3,25.3,1,45.3,131,56.2,90.6,0
382,588,22.1,27.6,5.73,10.6,119,1611,32.8,4.29,0
1310,1963,14.5,103,41,9.22,44.5,973,17.8,51.9,0
77,94.7,11,16.7,32.8,1,39.6,60.4,30.8,8.13,0
189,284,16.8,58.8,25.9,18.4,69.2,1144,19.6,7.37,0
615,965,20.9,11.4,10,1,30.2,29.7,31.1,1,0
418,638,40,49.1,50.9,5.05,161,523,11,1.1,0
225,340,10.5,19.8,61.5,1,85.8,137,26.9,6.79,0
181,271,13.8,9.56,20.2,16,204,4491,31.3,67.9,0
63.2,79.9,22.7,83.5,42.6,9.65,93.1,1747,31.1,7.43,0
389,426,36.8,119,23.1,1,36.8,87.4,43.7,20.9,0
457,685,6.55,34.9,25.7,1.23,108,223,25.5,81.3,0
39.2,43.3,72.3,147,21.3,24.6,112,542,9.73,9.82,0
209,311,6.79,49.6,19.3,16.5,178,191,31.1,21.7,0
667,1000,14.2,16,10.6,2.81,22.5,54.7,27.1,12.9,0
32.5,43.7,11.3,121,17.8,24.1,138,3960,16.7,6.21,0
70.4,108,20.2,19.5,20.5,16.3,54.7,947,15.7,3.31,0
183,271,6.15,215,19.1,1,22.1,3.65,69.8,92.2,1
487,723,10.7,40.3,30.5,1,89,163,36.2,10.5,0
1582,2308,45.7,48.7,11.8,2.37,77.7,259,40.7,5.05,0
49.1,103,21.3,15.4,5.28,26.9,75.7,1065,44.9,7.99,0
292,407,19.1,47.4,13.9,7.43,42.2,300,28.4,9.91,0
308,461,17.5,11.4,10.2,5.73,131,3398,13.6,7.91,0
111,168,14.7,7.99,7.77,1,20.4,45.3,10.2,5.19,0
337,552,19.8,36.5,25,1,111,223,12.9,4.66,0
117,142,18.1,14.7,9.82,5.62,89,221,15.1,3.52,0
375,547,13.8,87.4,14.9,1,153,237,25.9,3.92,0
365,673,63.8,139,23.5,2.69,59.9,184,46.1,7.3,0
183,267,13.3,16.7,2.41,1.15,28.9,88.2,18.9,1.14,0
85.1,130,13.6,12.9,12.6,2.74,21.9,179,22.1,8.82,0
93.1,138,9.31,362,89.8,4.57,62.6,191,34,9.39,0
193,279,27.9,40.7,10.4,2,69.2,165,16.3,8.13,0
22.9,35.5,16.5,21.1,23.3,1,67.9,189,35.5,12,0
392,557,16.4,196,14.5,1.61,61.5,172,50,7.23,0
965,1472,2.17,16,46.1,1.17,39.6,130,16.5,3.89,0
717,1114,51.4,61.5,15.1,2.05,88.2,257,33.7,1.84,0
193,279,20.4,20.7,6.79,9.39,48.7,982,17.9,9.73,0
382,496,16,50,25.3,4.29,80.6,233,10.5,2.15,0
246,343,10.8,117,40.7,3.72,96.5,233,12.4,9.65,0
418,626,9.22,71,28.1,1.88,108,276,8.9,13.9,0
227,322,20.4,11.5,10.9,3.22,49.1,131,15.7,9.22,0
137,233,30,83.5,70.4,3.92,48.7,157,28.4,3.79,0
542,777,15.7,25.9,17.9,1.46,52.3,138,31.6,14.6,0
168,257,22.1,90.6,37.5,1,56.7,75,28.4,1.06,0
262,368,4.33,17.8,62.1,1,34.6,142,17.9,3.08,0
237,382,19.8,16.1,16.7,24.8,79.1,874,153,57.3,1
292,478,45.3,81.3,20.9,2.97,32.2,55.2,69.2,27.6,1
